"State Abbreviation","State Name","Reporting Period","State Expanded Medicaid","Preliminary or Updated","Final Report","New Applications Submitted to Medicaid and CHIP Agencies","New Applications Submitted to Medicaid and CHIP Agencies - footnotes","Applications for Financial Assistance Submitted to the State Based Marketplace","Applications for Financial Assistance Submitted to the State Based Marketplace - footnotes","Total Applications for Financial Assistance Submitted at State Level","Total Applications for Financial Assistance Submitted at State Level - footnotes","Individuals Determined Eligible for Medicaid at Application","Individuals Determined Eligible for Medicaid at Application - footnotes","Individuals Determined Eligible for CHIP at Application","Individuals Determined Eligible for CHIP at Application - footnotes","Total Medicaid and CHIP Determinations","Total Medicaid and CHIP Determinations - footnotes","Medicaid and CHIP Child Enrollment","Medicaid and CHIP Child Enrollment - footnotes","Total Medicaid and CHIP Enrollment","Total Medicaid and CHIP Enrollment - footnotes","Total Medicaid Enrollment","Total Medicaid Enrollment - footnotes","Total CHIP Enrollment","Total CHIP Enrollment - footnotes","Total Adult Medicaid Enrollment","Total Adult Medicaid Enrollment - footnotes","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours","Total Medicaid and CHIP Determinations Processed in Less than 24 Hours - footnotes","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days","Total Medicaid and CHIP Determinations Processed Between 24 Hours and 7 Days - footnotes","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days","Total Medicaid and CHIP Determinations Processed Between 8 Days and 30 Days - footnotes","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days","Total Medicaid and CHIP Determinations Processed between 31 days and 45 days - footnotes","Total Medicaid and CHIP Determinations Processed in More than 45 Days","Total Medicaid and CHIP Determinations Processed in More than 45 Days - footnotes","Total Call Center Volume (Number of Calls)","Total Call Center Volume (Number of Calls) - footnotes","Average Call Center Wait Time (Minutes)","Average Call Center Wait Time (Minutes) - footnotes","Average Call Center Abandonment Rate","Average Call Center Abandonment Rate - footnotes"
MI,Michigan,202310,Y,U,Y,47803,,0,,47803,,31554,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2030,,33584,,1076797,,2923691,,2765108,,158583,,,,15937,,11110,,9746,,4745,,1315,,190029,"Does not include all calls received after business hours; Includes calls for other benefit programs",2,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.037,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202311,Y,P,N,48139,,0,,48139,,35316,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2461,,37777,,1045822,,2820691,,2659826,,160865,,,,17176,,13879,,11359,,5595,,2231,,194854,"Does not include all calls received after business hours; Includes calls for other benefit programs",3,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.059,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202311,Y,U,Y,48139,,0,,48139,,35757,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2460,,38217,,1053451,,2843915,,2680893,,163022,,,,17176,,13879,,11359,,5595,,2231,,194854,"Does not include all calls received after business hours; Includes calls for other benefit programs",3,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.059,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202312,Y,P,N,43740,,0,,43740,,35024,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2497,,37521,,1030748,,2764539,,2601799,,162740,,,,16925,,13014,,11028,,7944,,2888,,171476,"Does not include all calls received after business hours; Includes calls for other benefit programs",2,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.037,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202312,Y,U,Y,43740,,0,,43740,,35532,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2490,,38022,,1037976,,2788242,,2623327,,164915,,,,16925,,13014,,11028,,7944,,2888,,171476,"Does not include all calls received after business hours; Includes calls for other benefit programs",2,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.037,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202401,Y,P,N,56277,,0,,56277,,41267,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",3009,,44276,,1017873,,2710808,,2546503,,164305,,,,17731,,15512,,12236,,14186,,5310,,214164,"Does not include all calls received after business hours; Includes calls for other benefit programs",2,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.048,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202401,Y,U,Y,56277,,0,,56277,,41859,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2997,,44856,,1025026,,2735216,,2568790,,166426,,,,17731,,15512,,12236,,14186,,5310,,214164,"Does not include all calls received after business hours; Includes calls for other benefit programs",2,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.048,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202402,Y,P,N,52021,,0,,52021,,34761,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2557,,37318,,1001905,,2652901,,2485874,,167027,,,,16429,,11875,,11675,,7722,,3398,,194243,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.035,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202402,Y,U,Y,52021,,0,,52021,,35371,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2545,,37916,,1010229,,2680833,,2511218,,169615,,,,16429,,11875,,11675,,7722,,3398,,194243,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.035,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202403,Y,P,N,52031,,0,,52031,,36784,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2779,,39563,,988357,,2602767,,2437011,,165756,,,,18687,,11188,,12317,,7509,,2896,,176001,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.022,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202403,Y,U,Y,52031,,0,,52031,,37347,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2766,,40113,,996161,,2628793,,2460791,,168002,,,,18687,,11188,,12317,,7509,,2896,,176001,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.022,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202404,Y,P,N,57134,,0,,57134,,38578,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2768,,41346,,972572,,2540906,,2374687,,166219,,,,19611,,12521,,13964,,5957,,1719,,180067,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.020,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202404,Y,U,Y,57134,,0,,57134,,39174,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2769,,41943,,979613,,2565242,,2397123,,168119,,,,19611,,12521,,13964,,5957,,1719,,180067,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.020,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202405,Y,P,N,57283,,0,,57283,,39736,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2897,,42633,,952434,,2460925,,2298055,,162870,,,,19848,,13153,,15231,,5966,,1310,,163809,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202405,Y,U,Y,57283,,0,,57283,,40283,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2878,,43161,,959611,,2482925,,2318292,,164633,,,,19848,,13153,,15231,,5966,,1310,,163809,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202406,Y,P,N,52860,,0,,52860,,34813,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2479,,37292,,930835,,2387100,,2227525,,159575,,,,15721,,12730,,12696,,5223,,1251,,139635,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202406,Y,U,Y,52860,,0,,52860,,35322,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2469,,37791,,940210,,2414136,,2252419,,161717,,,,15721,,12730,,12696,,5223,,1251,,139635,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202407,Y,P,N,59301,,0,,59301,,41397,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",3010,,44407,,916370,,2344131,,2186478,,157653,,1427761,,19536,,13425,,16093,,7134,,1728,,154373,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202407,Y,U,Y,59301,,0,,59301,,41999,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",3001,,45000,,927388,,2374185,,2213997,,160188,,1446797,,19536,,13425,,16093,,7134,,1728,,154373,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202408,Y,P,N,54400,,0,,54400,,38266,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2857,,41123,,921898,,2356461,,2197550,,158911,,1434563,,18489,,12115,,15581,,5477,,1077,,157299,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202408,Y,U,Y,54400,,0,,54400,,38707,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2844,,41551,,931788,,2384694,,2223535,,161159,,1452906,,18489,,12115,,15581,,5477,,1077,,157299,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.005,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202409,Y,P,N,50932,,0,,50932,,36152,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2682,,38834,,924877,,2364457,,2199397,,165060,,1439580,,17138,,12092,,14970,,5601,,1370,,184969,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.029,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202409,Y,U,Y,50932,,0,,50932,,36519,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2675,,39194,,933562,,2389705,,2222773,,166932,,1456143,,17138,,12092,,14970,,5601,,1370,,184969,"Does not include all calls received after business hours; Includes calls for other benefit programs",1,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.029,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202410,Y,P,N,55841,,0,,55841,,37829,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2641,,40470,,924548,,2364114,,2196410,,167704,,1439566,,19576,,11952,,14591,,5323,,970,,172714,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.003,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202410,Y,U,Y,55841,,0,,55841,,38310,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2627,,40937,,932587,,2386752,,2217219,,169533,,1454165,,19576,,11952,,14591,,5323,,970,,172714,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.003,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202411,Y,P,N,50332,,0,,50332,,35923,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2707,,38630,,921186,,2357921,,2188259,,169662,,1436735,,17159,,13837,,13552,,4632,,1284,,146186,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.003,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202411,Y,U,Y,50332,,0,,50332,,36428,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2696,,39124,,930212,,2384295,,2212397,,171898,,1454083,,17159,,13837,,13552,,4632,,1284,,146186,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.003,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MI,Michigan,202412,Y,P,N,47901,,0,,47901,,40337,"Includes Renewals and/or Redeterminations; Does Not Include All MAGI Determinations Made At Application",2963,,43300,,920955,,2365011,,2194067,,170944,,1444056,,16948,,16963,,14541,,9738,,2669,,145395,"Does not include all calls received after business hours; Includes calls for other benefit programs",0,"Does not include all calls received after business hours; Includes calls for other benefit programs",0.014,"Does not include all calls received after business hours; Includes calls for other benefit programs; Includes only calls transferred to a live agent"
MN,Minnesota,201309,N,U,Y,,,,,,,,,,,,,,,873040,,,,,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201706,Y,P,N,4718,,21376,,26094,,30783,,62,,30845,,512522,,1043268,,1041926,,1342,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201706,Y,U,Y,6261,,23977,,30238,,30783,,62,,30845,,522394,,1061615,,1060153,,1462,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201707,Y,P,N,4116,,19716,,23832,,26556,,38,,26594,,512579,,1044472,,1043165,,1307,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201707,Y,U,Y,5702,,22013,,27715,,26556,,38,,26594,,523949,,1065061,,1063615,,1446,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201708,Y,P,N,5084,,22883,,27967,,32764,,53,,32817,,516398,,1051344,,1050004,,1340,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201708,Y,U,Y,6512,,25203,,31715,,32764,,53,,32817,,526622,,1070241,,1068782,,1459,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201709,Y,P,N,4229,,17503,,21732,,22636,,52,,22688,,516176,,1050169,,1048818,,1351,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201709,Y,U,Y,5754,,19648,,25402,,22636,,52,,22688,,526690,,1069823,,1068342,,1481,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201710,Y,P,N,5038,,17806,,22844,,19753,,55,,19808,,520508,,1055491,,1054176,,1315,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201710,Y,U,Y,6327,,19265,,25592,,19753,,55,,19808,,529392,,1074467,,1073042,,1425,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201711,Y,P,N,4287,,30948,,35235,,22489,,35,,22524,,521823,,1060941,,1059667,,1274,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201711,Y,U,Y,5552,,34176,,39728,,22489,,35,,22524,,528493,,1075335,,1073984,,1351,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201712,Y,P,N,3883,,36824,,40707,,20935,,39,,20974,,522150,,1060478,,1059214,,1264,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201712,Y,U,Y,5500,,41554,,47054,,20935,,39,,20974,,533361,,1082484,,1081053,,1431,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201801,Y,P,N,4600,,31777,,36377,,26336,,59,,26395,,523457,,1060455,,1059166,,1289,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201801,Y,U,Y,6015,,36382,,42397,,26336,,59,,26395,,534227,,1081301,,1079881,,1420,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201802,Y,P,N,4150,,19223,,23373,,19600,,43,,19643,,525808,,1062278,,1061005,,1273,,,,7941,"Does not include all MAGI determinations on applications",4650,"Does not include all MAGI determinations on applications",3273,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201802,Y,U,Y,5552,,21430,,26982,,19600,,43,,19643,,535773,,1081559,,1080142,,1417,,,,7941,"Does not include all MAGI determinations on applications",4650,"Does not include all MAGI determinations on applications",3273,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201803,Y,P,N,4722,,19092,,23814,,20241,,50,,20291,,527814,,1064347,,1063087,,1260,,,,8535,"Does not include all MAGI determinations on applications",5018,"Does not include all MAGI determinations on applications",3726,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201803,Y,U,Y,6208,,21783,,27991,,20241,,50,,20291,,537762,,1083760,,1082370,,1390,,,,8535,"Does not include all MAGI determinations on applications",5018,"Does not include all MAGI determinations on applications",3726,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201804,Y,P,N,4669,,17118,,21787,,18747,,58,,18805,,530590,,1067999,,1066794,,1205,,,,8116,"Does not include all MAGI determinations on applications",5273,"Does not include all MAGI determinations on applications",3594,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201804,Y,U,Y,6223,,19094,,25317,,18747,,58,,18805,,539074,,1085100,,1083766,,1334,,,,8116,"Does not include all MAGI determinations on applications",5273,"Does not include all MAGI determinations on applications",3594,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",0,"Does not include all MAGI determinations on applications",,,,,,
MN,Minnesota,201805,Y,P,N,4945,,17419,,22364,,18501,,62,,18563,,532615,,1070497,,1069268,,1229,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201805,Y,U,Y,6327,,18077,,24404,,18501,,62,,18563,,540215,,1085201,,1083872,,1329,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201806,Y,P,N,4584,,15017,,19601,,16687,,48,,16735,,534069,,1071405,,1070211,,1194,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201806,Y,U,Y,6046,,17013,,23059,,16687,,48,,16735,,541356,,1086788,,1085485,,1303,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201807,Y,P,N,4630,,16268,,20898,,18874,,55,,18929,,533315,,1070221,,1069033,,1188,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201807,Y,U,Y,5889,,18362,,24251,,18874,,55,,18929,,541212,,1086267,,1084950,,1317,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201808,Y,P,N,4821,,18177,,22998,,21764,,37,,21801,,532526,,1067746,,1066555,,1191,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201808,Y,U,Y,6258,,20591,,26849,,21764,,37,,21801,,539927,,1082325,,1081047,,1278,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201809,Y,P,N,3939,,14961,,18900,,16949,,37,,16986,,531435,,1063017,,1061829,,1188,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201809,Y,U,Y,5207,,17272,,22479,,16949,,37,,16986,,540055,,1079754,,1078453,,1301,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201810,Y,P,N,5016,,16989,,22005,,18117,,58,,18175,,530737,,1057893,,1056759,,1134,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201810,Y,U,Y,6367,,19044,,25411,,18117,,58,,18175,,538526,,1073312,,1072090,,1222,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201811,Y,P,N,4048,,30302,,34350,,24056,,33,,24089,,526763,,1050064,,1048999,,1065,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201811,Y,U,Y,5559,,34916,,40475,,24056,,33,,24089,,536947,,1070989,,1069785,,1204,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201812,Y,P,N,3777,,31677,,35454,,21715,,35,,21750,,523017,,1043936,,1042880,,1056,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201812,Y,U,Y,5366,,38298,,43664,,21715,,35,,21750,,536246,,1069346,,1068121,,1225,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201901,Y,P,N,4790,,31053,,35843,,28089,,52,,28141,,520508,,1037867,,1036809,,1058,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201901,Y,U,Y,6058,,35177,,41235,,28089,,52,,28141,,530557,,1057747,,1056536,,1211,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201902,Y,P,N,4004,,17432,,21436,,19333,,43,,19376,,518346,,1032336,,1031236,,1100,,,,9697,,5125,,3612,,0,,0,,,,,,,
MN,Minnesota,201902,Y,U,Y,5183,,20433,,25616,,19333,,43,,19376,,529254,,1053901,,1052631,,1270,,,,9697,,5125,,3612,,0,,0,,,,,,,
MN,Minnesota,201903,Y,P,N,4851,,19350,,24201,,22062,,49,,22111,,517861,,1030336,,1029225,,1111,,,,10636,,5725,,4421,,0,,0,,,,,,,
MN,Minnesota,201903,Y,U,Y,6284,,22346,,28630,,22062,,49,,22111,,528027,,1050156,,1048892,,1264,,,,10636,,5725,,4421,,0,,0,,,,,,,
MN,Minnesota,201904,Y,P,N,5002,,17768,,22770,,19544,,61,,19605,,519533,,1031888,,1030761,,1127,,,,9351,,4752,,4292,,0,,0,,,,,,,
MN,Minnesota,201904,Y,U,Y,6260,,20112,,26372,,19544,,61,,19605,,528925,,1050235,,1048979,,1256,,,,9351,,4752,,4292,,0,,0,,,,,,,
MN,Minnesota,201905,Y,P,N,4714,,16432,,21146,,18751,,48,,18799,,519768,,1030084,,1028956,,1128,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201905,Y,U,Y,6144,,19279,,25423,,18751,,48,,18799,,528293,,1047145,,1045879,,1266,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201906,Y,P,N,4366,,15128,,19494,,16449,,49,,16498,,519503,,1027314,,1026164,,1150,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201906,Y,U,Y,5589,,16897,,22486,,16449,,49,,16498,,528384,,1045238,,1043957,,1281,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201907,Y,P,N,4709,,16290,,20999,,18460,,67,,18527,,521503,,1030758,,1029591,,1167,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201907,Y,U,Y,5970,,18350,,24320,,18460,,67,,18527,,528982,,1046325,,1045036,,1289,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201908,Y,P,N,4488,,15973,,20461,,18598,,69,,18667,,520235,,1026989,,1025812,,1177,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201908,Y,U,Y,5968,,18563,,24531,,18598,,69,,18667,,530339,,1047075,,1045767,,1308,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201909,Y,P,N,4201,,15812,,20013,,18361,,54,,18415,,521582,,1027876,,1026711,,1165,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201909,Y,U,Y,5584,,18044,,23628,,18361,,54,,18415,,529880,,1044529,,1043233,,1296,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201910,Y,P,N,5181,,16846,,22027,,18361,,63,,18424,,523202,,1029329,,1028059,,1270,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201910,Y,U,Y,6732,,19390,,26122,,18361,,63,,18424,,530404,,1044497,,1043130,,1367,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201911,Y,P,N,4022,,24061,,28083,,17916,,18,,17934,,518557,,1020355,,1019160,,1195,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201911,Y,U,Y,5601,,27281,,32882,,17916,,18,,17934,,528011,,1039954,,1038648,,1306,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201912,Y,P,N,4526,,33270,,37796,,21088,,59,,21147,,518639,,1020753,,1019502,,1251,,,,,,,,,,,,,,,,,,,
MN,Minnesota,201912,Y,U,Y,6310,,38162,,44472,,21088,,59,,21147,,530100,,1044160,,1042758,,1402,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202001,Y,P,N,5080,,22833,,27913,,24244,,68,,24312,,519947,,1021507,,1020197,,1310,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202001,Y,U,Y,6919,,25691,,32610,,24244,,68,,24312,,529331,,1040843,,1039392,,1451,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202002,Y,P,N,4377,,16480,,20857,,17136,,50,,17186,,521101,,1022649,,1021326,,1323,,,,8491,,4525,,4712,,0,,0,,,,,,,
MN,Minnesota,202002,Y,U,Y,6242,,19431,,25673,,17136,,50,,17186,,530743,,1044409,,1042929,,1480,,,,8491,,4525,,4712,,0,,0,,,,,,,
MN,Minnesota,202003,Y,P,N,4722,,23929,,28651,,20712,,56,,20768,,523851,,1031434,,1030076,,1358,,,,9863,,5087,,4649,,0,,0,,,,,,,
MN,Minnesota,202003,Y,U,Y,5835,,25033,,30868,,20712,,56,,20768,,531322,,1047688,,1046218,,1470,,,,9863,,5087,,4649,,0,,0,,,,,,,
MN,Minnesota,202004,Y,P,N,3390,,22405,,25795,,15157,,42,,15199,,532897,,1055804,,1054348,,1456,,,,8374,,3463,,2810,,0,,0,,,,,,,
MN,Minnesota,202004,Y,U,Y,4235,,23415,,27650,,15157,,42,,15199,,538360,,1067455,,1065889,,1566,,,,8374,,3463,,2810,,0,,0,,,,,,,
MN,Minnesota,202005,Y,P,N,2810,,11221,,14031,,9521,,46,,9567,,538994,,1071683,,1070086,,1597,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202005,Y,U,Y,3592,,11842,,15434,,9521,,46,,9567,,543470,,1081190,,1079490,,1700,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202006,Y,P,N,3303,,12356,,15659,,10547,,47,,10594,,544528,,1085778,,1084069,,1709,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202006,Y,U,Y,4128,,13068,,17196,,10547,,47,,10594,,548595,,1094130,,1092298,,1832,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202007,Y,P,N,3211,,13067,,16278,,10342,,52,,10394,,549229,,1099289,,1097704,,1585,,,,,,,,,,,,,,,,,,,
MN,Minnesota,202007,Y,U,Y,4190,,14080,,18270,,10342,,52,,10394,,553597,,1108531,,1106840,,1691,,,,,,,,,,,,,,,,,,,
