State,Reporting period,Release date,Metric name ,Value ,Data notes
NJ,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),40186,
NJ,202309,202312,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),25173,
NJ,202309,202312,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),15013,
NJ,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7192,R4
NJ,202309,202312,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),5925,
NJ,202309,202312,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),1267,R4
NJ,202309,202312,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),118979,
NJ,202309,202312,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.2416,
NJ,202309,202312,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1513,
NJ,202309,202312,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0902,
NJ,202309,202312,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0432,R4
NJ,202309,202312,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0356,
NJ,202309,202312,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0076,R4
NJ,202309,202312,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.7152,
NJ,202309,202410,Total call center volume (number of calls),126141,"C3, C4"
NJ,202309,202410,Average call center wait time (minutes),2,"C3, C4, C6, C13"
NC,202401,202410,Average call center abandonment rate,0.067,"C3, C4, C6"
NJ,202308,202311,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),170423,
NJ,202308,202311,Total number of beneficiaries due for renewal in the reporting month (Metric 5),166822,
NJ,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),46578,
NJ,202308,202311,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),25669,
NJ,202308,202311,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),20909,
NJ,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),8282,R4
NJ,202308,202311,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),6631,
NJ,202308,202311,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),1651,R4
NJ,202308,202311,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),111962,
NJ,202308,202311,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.2792,
NJ,202308,202311,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1539,
NJ,202308,202311,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1253,
NJ,202308,202311,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0496,R4
NJ,202308,202311,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0397,
NJ,202308,202311,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0099,R4
NJ,202308,202311,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.6711,
NJ,202308,202410,Total call center volume (number of calls),137995,"C3, C4"
NJ,202308,202410,Average call center wait time (minutes),2,"C3, C4, C6, C13"
ND,202401,202410,Average call center abandonment rate,0.272,"C4, C5"
NJ,202307,202310,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),166233,
NJ,202307,202310,Total number of beneficiaries due for renewal in the reporting month (Metric 5),173314,
NJ,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),53316,
NJ,202307,202310,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),27374,
NJ,202307,202310,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),25942,
NJ,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),9800,R4
NJ,202307,202310,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),7316,
NJ,202307,202310,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),2484,R4
NJ,202307,202310,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),110198,
NJ,202307,202310,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3076,
NJ,202307,202310,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1579,
NJ,202307,202310,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1497,
NJ,202307,202310,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0565,R4
NJ,202307,202310,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0422,
NJ,202307,202310,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0143,R4
NJ,202307,202310,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.6358,
NJ,202307,202410,Total call center volume (number of calls),109732,"C3, C4"
NJ,202307,202410,Average call center wait time (minutes),2,"C3, C4, C6, C13"
NE,202401,202410,Average call center abandonment rate,0.099,"C3, C4, C5, C6"
NJ,202306,202309,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),167351,
NJ,202306,202309,Total number of beneficiaries due for renewal in the reporting month (Metric 5),162483,
NJ,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),54458,
NJ,202306,202309,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),18906,
NJ,202306,202309,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),35552,
NJ,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),10675,R4
NJ,202306,202309,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),7001,
NJ,202306,202309,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),3674,R4
NJ,202306,202309,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),97350,
NJ,202306,202309,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.3352,
NJ,202306,202309,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.1164,
NJ,202306,202309,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2188,
NJ,202306,202309,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.0657,R4
NJ,202306,202309,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0431,
NJ,202306,202309,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0226,R4
NJ,202306,202309,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.5991,
NJ,202306,202410,Total call center volume (number of calls),76783,"C3, C4"
NJ,202306,202410,Average call center wait time (minutes),2,"C3, C4, C6, C13"
NH,202401,202410,Average call center abandonment rate,0.06,"C4, C5, C6"
NJ,202305,202308,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),171937,
NJ,202305,202308,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
NJ,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
NJ,202305,202308,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
NJ,202305,202308,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
NJ,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
NJ,202305,202308,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
NJ,202305,202308,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
NJ,202305,202308,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
NJ,202305,202308,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
NJ,202305,202308,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
NJ,202305,202308,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
NJ,202305,202308,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
NJ,202305,202308,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
NJ,202305,202308,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
NJ,202305,202308,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
NJ,202305,202410,Total call center volume (number of calls),77189,"C3, C4"
NJ,202305,202410,Average call center wait time (minutes),1,"C3, C4, C6, C13"
NJ,202401,202410,Average call center abandonment rate,0.152,"C3, C4, C6"
NJ,202304,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),160774,
NJ,202304,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
NJ,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
NJ,202304,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
NJ,202304,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
NJ,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
NJ,202304,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
NJ,202304,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
NJ,202304,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
NJ,202304,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
NJ,202304,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
NJ,202304,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
NJ,202304,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
NJ,202304,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
NJ,202304,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
NJ,202304,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
NJ,202304,202410,Total call center volume (number of calls),65587,"C3, C4"
NJ,202304,202410,Average call center wait time (minutes),1,"C3, C4, C6, C13"
NM,202401,202410,Average call center abandonment rate,0.235,"C4, C5, C6"
NJ,202303,202307,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),,
NJ,202303,202307,Total number of beneficiaries due for renewal in the reporting month (Metric 5),,
NJ,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),,
NJ,202303,202307,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),,
NJ,202303,202307,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),,
NJ,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),,
NJ,202303,202307,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),,
NJ,202303,202307,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),,
NJ,202303,202307,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),,
NJ,202303,202307,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),,
NJ,202303,202307,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),,
NJ,202303,202307,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),,
NJ,202303,202307,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),,
NJ,202303,202307,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),,
NJ,202303,202307,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),,
NJ,202303,202307,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),,
NJ,202303,202410,Total call center volume (number of calls),78853,"C3, C4"
NJ,202303,202410,Average call center wait time (minutes),1,"C3, C4, C6, C13"
NV,202401,202410,Average call center abandonment rate,0.24,
NM,202407,202410,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),28163,
NM,202407,202410,Total number of beneficiaries due for renewal in the reporting month (Metric 5),41507,
NM,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),30731,
NM,202407,202410,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),16377,
NM,202407,202410,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),14354,
NM,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),10707,R4
NM,202407,202410,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2892,
NM,202407,202410,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),7815,R4
NM,202407,202410,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),69,
NM,202407,202410,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7404,
NM,202407,202410,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.3946,
NM,202407,202410,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.3458,
NM,202407,202410,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.258,R4
NM,202407,202410,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0697,
NM,202407,202410,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1883,R4
NM,202407,202410,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0017,
NM,202407,202410,Total call center volume (number of calls),151442,"C4, C5"
NM,202407,202410,Average call center wait time (minutes),7,"C2, C4, C5, C6"
NY,202401,202410,Average call center abandonment rate,0.1,"C3, C4, C6, C7"
NM,202406,202409,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),48817,
NM,202406,202409,Total number of beneficiaries due for renewal in the reporting month (Metric 5),34458,
NM,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),27497,
NM,202406,202409,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),14886,
NM,202406,202409,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),12611,
NM,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),6553,R4
NM,202406,202409,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2610,
NM,202406,202409,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),3943,R4
NM,202406,202409,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),408,
NM,202406,202409,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.798,
NM,202406,202409,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.432,
NM,202406,202409,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.366,
NM,202406,202409,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1902,R4
NM,202406,202409,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0757,
NM,202406,202409,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1144,R4
NM,202406,202409,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0118,
NM,202406,202410,Total call center volume (number of calls),124648,"C4, C5"
NM,202406,202410,Average call center wait time (minutes),8,"C2, C4, C5, C6"
OH,202401,202410,Average call center abandonment rate,0.04,C3
NM,202405,202408,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),41507,
NM,202405,202408,Total number of beneficiaries due for renewal in the reporting month (Metric 5),30787,
NM,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),24375,
NM,202405,202408,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),12577,
NM,202405,202408,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),11798,
NM,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),5802,R4
NM,202405,202408,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),2375,
NM,202405,202408,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),3427,R4
NM,202405,202408,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),610,
NM,202405,202408,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7917,
NM,202405,202408,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.4085,
NM,202405,202408,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.3832,
NM,202405,202408,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1885,R4
NM,202405,202408,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0771,
NM,202405,202408,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1113,R4
NM,202405,202408,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0198,
NM,202405,202410,Total call center volume (number of calls),181587,"C4, C5"
NM,202405,202410,Average call center wait time (minutes),17,"C2, C4, C5, C6"
OK,202401,202410,Average call center abandonment rate,0.359,
NM,202404,202407,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),34458,
NM,202404,202407,Total number of beneficiaries due for renewal in the reporting month (Metric 5),38863,
NM,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),33144,
NM,202404,202407,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),27048,
NM,202404,202407,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),6096,
NM,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),5562,R4
NM,202404,202407,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),1531,
NM,202404,202407,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4031,R4
NM,202404,202407,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),157,
NM,202404,202407,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8528,
NM,202404,202407,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.696,
NM,202404,202407,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1569,
NM,202404,202407,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1431,R4
NM,202404,202407,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0394,
NM,202404,202407,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1037,R4
NM,202404,202407,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.004,
NM,202404,202410,Total call center volume (number of calls),222292,"C4, C5"
NM,202404,202410,Average call center wait time (minutes),47,"C2, C4, C5, C6"
OR,202401,202410,Average call center abandonment rate,0.36,C4
NM,202403,202406,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),30789,
NM,202403,202406,Total number of beneficiaries due for renewal in the reporting month (Metric 5),40163,
NM,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),31742,
NM,202403,202406,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),25650,
NM,202403,202406,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),6092,
NM,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),7600,R4
NM,202403,202406,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),1291,
NM,202403,202406,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),6309,R4
NM,202403,202406,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),821,
NM,202403,202406,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7903,
NM,202403,202406,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.6386,
NM,202403,202406,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1517,
NM,202403,202406,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1892,R4
NM,202403,202406,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0321,
NM,202403,202406,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1571,R4
NM,202403,202406,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0204,
NM,202403,202410,Total call center volume (number of calls),212573,"C4, C5"
NM,202403,202410,Average call center wait time (minutes),43,"C2, C4, C5, C6"
PA,202401,202410,Average call center abandonment rate,0.307,"C5, C6"
NM,202402,202405,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),36391,
NM,202402,202405,Total number of beneficiaries due for renewal in the reporting month (Metric 5),36320,
NM,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),28595,
NM,202402,202405,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),21142,
NM,202402,202405,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),7453,
NM,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),5938,R4
NM,202402,202405,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),1141,
NM,202402,202405,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),4797,R4
NM,202402,202405,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1787,
NM,202402,202405,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.7873,
NM,202402,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.5821,
NM,202402,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.2052,
NM,202402,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1635,R4
NM,202402,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0314,
NM,202402,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.1321,R4
NM,202402,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0492,
NM,202402,202410,Total call center volume (number of calls),247986,"C4, C5"
